P_ID,DEPTH,LOC,ORDER,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I01,I03,I29,I31,STIMULI,POOL,SCORE
s1509,3,C,b,,,,X1,X1,X1,X1,X1,X1,X1,X1,L2,,,,R2,L3,R1,R2,simulated,simulated,2353.1611111111115
s1510,2,R,a,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1511,3,R,m,,,,,,,R1,R2,R2,R2,R2,R3,R2,R2,R2,L1,L1,R1,R1,simulated,simulated,2531.658650793651
s1512,2,R,f,,,,,,,L,X,X,X,L,R,R,R,L,L,R,R,L,simulated,simulated,2241.03582010582
s1513,3,L,b,L3,L3,L3,L3,L3,R3,R3,R3,R3,,,,,,,L2,L1,X1,R1,simulated,simulated,2447.7222222222226
s1514,2,C,m,,,,X,X,X,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2506.0888888888894
s1515,3,R,a,,,,,,,X1,R2,R2,R2,R1,R2,R1,R1,R1,L1,L3,R3,R3,simulated,simulated,2505.367777777778
s1516,2,C,f,,,,L,L,L,L,L,R,L,R,R,,,,L,R,R,R,simulated,simulated,2373.890105820106
s1517,2,L,a,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1518,3,R,b,,,,,,,R3,R3,R3,R3,R3,R2,R2,R2,R2,L2,L1,R3,R1,simulated,simulated,2537.211111111111
s1519,3,C,m,,,,L3,L3,L3,L3,L3,L3,L3,L3,R1,,,,L1,L1,R3,R3,simulated,simulated,2489.55
s1520,2,C,b,,,,L,L,L,R,R,X,R,R,R,,,,X,L,R,R,simulated,simulated,2419.2767845117846
s1521,2,R,m,,,,,,,R,R,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2553.2817065342065
s1522,3,C,f,,,,L2,L2,L2,L2,L2,L2,L2,R3,R3,,,,L1,L1,R1,R1,simulated,simulated,2483.7646031746035
s1523,3,L,a,L2,L3,L2,X1,X1,X1,X1,X1,X1,,,,,,,L1,L1,R3,R1,simulated,simulated,2518.4944444444445
s1524,3,R,m,,,,,,,L2,L2,L1,R3,R3,R3,R3,R3,R2,L1,R3,R1,R1,simulated,simulated,2397.5666666666666
s1525,2,R,a,,,,,,,R,X,X,X,X,R,R,L,R,L,L,R,R,simulated,simulated,2435.7488912938916
s1526,3,C,b,,,,R3,R3,R3,R3,R3,R3,R3,R3,R2,,,,L3,L1,R1,R1,simulated,simulated,2491.9833333333336
s1527,2,L,f,L,L,L,L,L,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2553.2817065342065
s1528,3,R,a,,,,,,,L3,R2,R2,R2,R2,R3,R2,R2,R2,L2,L1,L3,R1,simulated,simulated,2437.740873015873
s1529,2,R,f,,,,,,,L,L,R,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2519.0554071854067
s1530,3,L,b,L3,L3,L3,L2,L3,X1,X1,R3,R2,,,,,,,L1,L1,L2,R1,simulated,simulated,2382.2333333333336
s1531,2,C,m,,,,L,X,X,X,X,X,X,X,X,,,,L,L,L,R,simulated,simulated,2396.906164021164
s1532,3,C,a,,,,L2,L2,L2,R2,X1,R2,R3,R2,R2,,,,L1,L1,R1,R1,simulated,simulated,2468.5177777777776
s1533,2,L,m,L,L,L,L,R,L,L,L,L,,,,,,,L,L,R,R,simulated,simulated,2497.8436106486106
s1534,2,R,b,,,,,,,R,R,R,R,R,R,R,R,R,L,X,R,R,simulated,simulated,2516.7505954230955
s1535,3,L,f,L2,L1,L2,L3,L3,L3,L3,L3,L3,,,,,,,L1,R2,X1,R3,simulated,simulated,2414.3388888888894
s1536,2,C,a,,,,L,L,R,X,X,X,X,X,X,,,,L,L,R,R,simulated,simulated,2456.945767195767
s1537,3,R,f,,,,,,,L3,L3,L3,L2,L3,R3,R3,R1,L3,L1,L1,R1,R2,simulated,simulated,2419.2611111111114
s1538,2,L,b,L,L,X,X,X,X,X,X,R,,,,,,,L,L,R,R,simulated,simulated,2496.511560846561
s1539,3,L,m,R1,L3,L3,R2,R1,L3,R2,R2,R2,,,,,,,L1,L1,R1,R1,simulated,simulated,2373.9744444444445
s1540,3,L,b,L2,L2,L2,L3,L3,X1,L3,R2,R3,,,,,,,L1,L1,R1,R1,simulated,simulated,2505.466666666667
s1541,2,R,f,,,,,,,L,L,X,R,R,R,R,R,R,L,L,R,R,simulated,simulated,2508.1093310393308
s1542,3,R,a,,,,,,,L3,L3,L3,R3,R3,R3,R3,R2,X1,L1,L1,R1,R1,simulated,simulated,2478.4111111111115
s1543,2,C,m,,,,X,X,X,X,X,X,X,R,X,,,,L,L,R,X,simulated,simulated,2434.984523809524
